pff_PLAYID,pff_QUARTER,pff_DOWN,pff_CLOCK,pff_DISTANCE,pff_DLTECHNIQUES
3190791,,,,,
3190810,,,,,
3190850,,,,,
3190961,,,,,
3191014,,,,,
3191050,,,,,
3191547,,,,,
3191566,,,,,
3230393,,,,,
3230438,,,,,
3230445,,,,,
3230451,,,,,
3230459,,,,,
3230468,,,,,
3230472,,,,,
3230483,,,,,
3230489,,,,,
3230496,,,,,
3230502,,,,,
3230689,,,,,
3230700,,,,,
3230706,,,,,
3230905,,,,,
3230927,,,,,
3230936,,,,,
3231028,,,,,
3231096,,,,,
3231105,,,,,
3231127,,,,,
3231140,,,,,
3231147,,,,,
3231269,,,,,
3231515,,,,,
3231549,,,,,
3231556,,,,,
3231562,,,,,
3231564,,,,,
3231571,,,,,
3231639,,,,,
3231700,,,,,
3231704,,,,,
3231710,,,,,
3231715,,,,,
3231725,,,,,
3231730,,,,,
3231741,,,,,
3231746,,,,,
3231753,,,,,
3231763,,,,,
3231775,,,,,
3231784,,,,,
3231789,,,,,
3231859,,,,,
3231868,,,,,
3231879,,,,,
3231885,,,,,
3231894,,,,,
3231959,,,,,
3231965,,,,,
3231972,,,,,
3232062,,,,,
3232146,,,,,
3232151,,,,,
3232159,,,,,
3232169,,,,,
3232177,,,,,
3232185,,,,,
3232195,,,,,
3232199,,,,,
3232394,,,,,
3232405,,,,,
3232415,,,,,
3253357,,,,,
3253362,,,,,
3253383,,,,,
3253392,,,,,
3253408,,,,,
3253419,,,,,
3253535,,,,,
3253554,,,,,
3253571,,,,,
3253583,,,,,
3253592,,,,,
3253607,,,,,
3253617,,,,,
3253629,,,,,
3253644,,,,,
3253657,,,,,
3253664,,,,,
3253672,,,,,
3253686,,,,,
3253735,,,,,
3253748,,,,,
3253765,,,,,
3253774,,,,,
3253783,,,,,
3253796,,,,,
3253808,,,,,
3253826,,,,,
3253934,,,,,
3253953,,,,,
3253964,,,,,
3253974,,,,,
3253996,,,,,
3254008,,,,,
3254012,,,,,
3254023,,,,,
3254038,,,,,
3254044,,,,,
3254055,,,,,
3254207,,,,,
3254219,,,,,
3254248,,,,,
3254258,,,,,
3254270,,,,,
3254280,,,,,
3254293,,,,,
3254310,,,,,
3254323,,,,,
3254345,,,,,
3254371,,,,,
3254503,,,,,
3254517,,,,,
3254543,,,,,
3254597,,,,,
3333443,,,,,
3333489,,,,,
3333542,,,,,
3333584,,,,,
3333640,,,,,
3333664,,,,,
3333705,,,,,
3333750,,,,,
3334012,,,,,
3334041,,,,,
3334060,,,,,
3334108,,,,,
3334141,,,,,
3334174,,,,,
3334198,,,,,
3334269,,,,,
3334301,,,,,
3334492,,,,,
3334817,,,,,
3334996,,,,,
3335036,,,,,
3335068,,,,,
3335136,,,,,
3335185,,,,,
3335211,,,,,
3335241,,,,,
3335263,,,,,
3335282,,,,,
3335739,,,,,
3335769,,,,,
3335786,,,,,
3335829,,,,,
3335851,,,,,
3335879,,,,,
3335902,,,,,
3335958,,,,,
3335999,,,,,
3336018,,,,,
3336051,,,,,
3336072,,,,,
3336969,,,,,
3336988,,,,,
3337010,,,,,
3337187,,,,,
3337219,,,,,
3337244,,,,,
3337619,,,,,
3337650,,,,,
3337681,,,,,
3337714,,,,,
3337744,,,,,
3337768,,,,,
3337800,,,,,
3337828,,,,,
3337850,,,,,
3338193,,,,,
3338216,,,,,
3338230,,,,,
3338263,,,,,
3338312,,,,,
3338332,,,,,
3338354,,,,,
3338382,,,,,
3338407,,,,,
3338439,,,,,
3338456,,,,,
3338478,,,,,
3338690,,,,,
3338718,,,,,
3338747,,,,,
3338775,,,,,
3338805,,,,,
3338833,,,,,
3338850,,,,,
3338873,,,,,
3338897,,,,,
3338919,,,,,
3338967,,,,,
3339130,,,,,
3339148,,,,,
3274918,,,,,
3274922,,,,,
3274926,,,,,
3274960,,,,,
3274970,,,,,
3274979,,,,,
3274987,,,,,
3275005,,,,,
3275022,,,,,
3275284,,,,,
3275297,,,,,
3275305,,,,,
3275317,,,,,
3275334,,,,,
3275347,,,,,
3275456,,,,,
3275472,,,,,
3275485,,,,,
3275499,,,,,
3275518,,,,,
3275539,,,,,
3275557,,,,,
3275581,,,,,
3275603,,,,,
3275615,,,,,
3275625,,,,,
3275637,,,,,
3275657,,,,,
3275758,,,,,
3275777,,,,,
3275793,,,,,
3275829,,,,,
3275837,,,,,
3275939,,,,,
3275954,,,,,
3275963,,,,,
3275977,,,,,
3275989,,,,,
3276160,,,,,
3276183,,,,,
3276193,,,,,
3276305,,,,,
3276579,,,,,
3276596,,,,,
3276613,,,,,
3276625,,,,,
3276633,,,,,
3276649,,,,,
3276666,,,,,
3276681,,,,,
3276692,,,,,
3276706,,,,,
3276831,,,,,
3276844,,,,,
3276859,,,,,
3276881,,,,,
3276893,,,,,
3276906,,,,,
3276924,,,,,
3276941,,,,,
3276955,,,,,
3277172,,,,,
3277192,,,,,
3277207,,,,,
3277220,,,,,
3277236,,,,,
3277264,,,,,
3277281,,,,,
3277293,,,,,
3277312,,,,,
3277596,,,,,
3277612,,,,,
3277627,,,,,
3277872,,,,,
3277889,,,,,
3277912,,,,,
3278108,,,,,
3298368,,,,,
3298386,,,,,
3298408,,,,,
3298430,,,,,
3298443,,,,,
3298452,,,,,
3298488,,,,,
3298493,,,,,
3298510,,,,,
3298522,,,,,
3298530,,,,,
3298690,,,,,
3298707,,,,,
3298716,,,,,
3298732,,,,,
3298741,,,,,
3298752,,,,,
3298760,,,,,
3298770,,,,,
3298784,,,,,
3298792,,,,,
3298937,,,,,
3298949,,,,,
3298965,,,,,
3298974,,,,,
3298984,,,,,
3298996,,,,,
3299176,,,,,
3299197,,,,,
3299201,,,,,
3299474,,,,,
3299490,,,,,
3299499,,,,,
3299591,,,,,
3299604,,,,,
3299621,,,,,
3299635,,,,,
3299755,,,,,
3299764,,,,,
3299773,,,,,
3299784,,,,,
3299792,,,,,
3299800,,,,,
3299806,,,,,
3299818,,,,,
3299835,,,,,
3299845,,,,,
3299852,,,,,
3299859,,,,,
3299866,,,,,
3300162,,,,,
3300173,,,,,
3300187,,,,,
3300209,,,,,
3300215,,,,,
3300226,,,,,
3300231,,,,,
3300241,,,,,
3300245,,,,,
3300256,,,,,
3300271,,,,,
3300290,,,,,
3300302,,,,,
3300357,,,,,
3300384,,,,,
3300409,,,,,
3300429,,,,,
3300683,,,,,
3300708,,,,,
3300719,,,,,
3300733,,,,,
3300750,,,,,
3300766,,,,,
3300773,,,,,
3300888,,,,,
3300906,,,,,
3300967,,,,,
3300977,,,,,
3301159,,,,,
3301195,,,,,
3301206,,,,,
3301227,,,,,
3301246,,,,,
3301256,,,,,
3301278,,,,,
3301689,,,,,
3301714,,,,,
3301746,,,,,
3301762,,,,,
3301779,,,,,
3301795,,,,,
3301814,,,,,
3301858,,,,,
3301883,,,,,
3301893,,,,,
3302085,,,,,
3335079,,,,,
3335093,,,,,
3335123,,,,,
3335189,,,,,
3335226,,,,,
3335256,,,,,
3335546,,,,,
3335581,,,,,
3335611,,,,,
3335640,,,,,
3335660,,,,,
3335880,,,,,
3335907,,,,,
3335928,,,,,
3335957,,,,,
3335973,,,,,
3336165,,,,,
3336192,,,,,
3336481,,,,,
3336508,,,,,
3336540,,,,,
3336945,,,,,
3336966,,,,,
3336989,,,,,
3337057,,,,,
3337096,,,,,
3337121,,,,,
3337133,,,,,
3337779,,,,,
3337801,,,,,
3337813,,,,,
3337834,,,,,
3337855,,,,,
3337875,,,,,
3337895,,,,,
3337912,,,,,
3338120,,,,,
3338143,,,,,
3338159,,,,,
3338455,,,,,
3338479,,,,,
3338498,,,,,
3338515,,,,,
3338538,,,,,
3338550,,,,,
3338574,,,,,
3338613,,,,,
3338634,,,,,
3338658,,,,,
3338674,,,,,
3338687,,,,,
3338703,,,,,
3338933,,,,,
3338949,,,,,
3338961,,,,,
3338979,,,,,
3339286,,,,,
3339314,,,,,
3339338,,,,,
3339355,,,,,
3339386,,,,,
3339541,,,,,
3339559,,,,,
3339583,,,,,
3339599,,,,,
3393955,,,,,
3393956,,,,,
3393957,,,,,
3393958,,,,,
3393959,,,,,
3393960,,,,,
3393961,,,,,
3393964,,,,,
3393967,,,,,
3393981,,,,,
3393984,,,,,
3393985,,,,,
3393986,,,,,
3393987,,,,,
3393989,,,,,
3393991,,,,,
3393995,,,,,
3393998,,,,,
3394000,,,,,
3394003,,,,,
3394005,,,,,
3394007,,,,,
3394023,,,,,
3394025,,,,,
3394027,,,,,
3394047,,,,,
3394050,,,,,
3394052,,,,,
3394053,,,,,
3394055,,,,,
3394066,,,,,
3394068,,,,,
3394070,,,,,
3394071,,,,,
3394093,,,,,
3394094,,,,,
3394095,,,,,
3394112,,,,,
3394114,,,,,
3394117,,,,,
3394141,,,,,
3394144,,,,,
3394146,,,,,
3394148,,,,,
3394173,,,,,
3394175,,,,,
3394176,,,,,
3394184,,,,,
3394187,,,,,
3394188,,,,,
3394190,,,,,
3394192,,,,,
3394194,,,,,
3394196,,,,,
3394207,,,,,
3394208,,,,,
3394210,,,,,
3394213,,,,,
3394215,,,,,
3394234,,,,,
3394236,,,,,
3394238,,,,,
3394256,,,,,
3394258,,,,,
3394260,,,,,
3394263,,,,,
3394292,,,,,
3394293,,,,,
3394295,,,,,
3394296,,,,,
3394298,,,,,
3394299,,,,,
3394301,,,,,
3394303,,,,,
